label,CMID,CMName,long,lat
"""ETHNICITY""","""SM258710""","""Tolkepaya Yavapai""",-114,34
"""ETHNICITY""","""SM258711""","""Yawai""",152.0389,-24.8073
"""ETHNICITY""","""SM258711""","""Yawai""",151.27,-25.98
"""ETHNICITY""","""SM258712""","""Yawalapiti""",-52.04,-12.33
"""ETHNICITY""","""SM258713""","""Yawani""",-65.01,5.43
"""ETHNICITY""","""SM258714""","""Lake Yokuts""",-120,36
"""ETHNICITY""","""SM258714""","""Lake Yokuts""",-119.5,35
"""ETHNICITY""","""SM258714""","""Lake Yokuts""",-119.83,36
"""ETHNICITY""","""SM258714""","""Lake Yokuts""",-119.333,35.167
"""ETHNICITY""","""SM258717""","""Yei""",141.17,-7.86
"""ETHNICITY""","""SM258720""","""Yellowknife""",-112.25,62.85
"""ETHNICITY""","""SM258721""","""Yelmek""",139.35,-7.55
"""ETHNICITY""","""SM258722""","""Yelyuyendi""",139.4987,-25.9045
"""ETHNICITY""","""SM258722""","""Yelyuyendi""",139.01,-26.17
"""ETHNICITY""","""SM258723""","""Yemai""",147.39,-7.86
"""ETHNICITY""","""SM258725""","""Yemeni Jew""",45,15
"""ETHNICITY""","""SM258726""","""Yemici""",-75.12,8.03
"""ETHNICITY""","""SM258727""","""Yemreli""",56.37,31.52
"""ETHNICITY""","""SM258730""","""Yerakai""",142.37,-4.49
"""ETHNICITY""","""SM258731""","""Yeraki""",142.91,-4.57
"""ETHNICITY""","""SM258735""","""Yerukala""",79.65,14.77
"""ETHNICITY""","""SM258736""","""Yesey""",108.35,69.34
"""ETHNICITY""","""SM258737""","""Yesibe""",27.86,-30.05
"""ETHNICITY""","""SM258738""","""Yeti""",140.67,-3.47
"""ETHNICITY""","""SM258739""","""Yetti-Maralla""",149.4836,-22.8938
"""ETHNICITY""","""SM258739""","""Yetti-Maralla""",148.33,-23.44
"""ETHNICITY""","""SM258740""","""Yhamad""",57.24,23.63
"""ETHNICITY""","""SM258741""","""Yi""",103,28
"""ETHNICITY""","""SM258741""","""Yi""",103,29
"""ETHNICITY""","""SM258741""","""Yi""",103,29
"""ETHNICITY""","""SM258741""","""Yi""",103.5,27.5
"""ETHNICITY""","""SM258741""","""Yi""",103,29
"""ETHNICITY""","""SM258741""","""Yi""",102.98,29.73
"""ETHNICITY""","""SM258742""","""Yimas""",143.33,-4.45
"""ETHNICITY""","""SM258743""","""Yintjingga""",143.5,-14
"""ETHNICITY""","""SM258743""","""Yintjingga""",143.2399,-14.4185
"""ETHNICITY""","""SM258744""","""Yir-Yoront""",142,-15
"""ETHNICITY""","""SM258744""","""Yir-Yoront""",142,-15
"""ETHNICITY""","""SM258744""","""Yir-Yoront""",142,-15
"""ETHNICITY""","""SM258744""","""Yir-Yoront""",142.17,-15
"""ETHNICITY""","""SM258744""","""Yir-Yoront""",141.712,-15.1257
"""ETHNICITY""","""SM258744""","""Yir-Yoront""",142.14,-14.96
"""ETHNICITY""","""SM258746""","""Yokaghir""",153.5,64.75
"""ETHNICITY""","""SM258746""","""Yokaghir""",145,70
"""ETHNICITY""","""SM258746""","""Yokaghir""",153.5,64.75
"""ETHNICITY""","""SM258746""","""Yokaghir""",153.5,64.75
"""ETHNICITY""","""SM258746""","""Yokaghir""",145,70
"""ETHNICITY""","""SM258746""","""Yokaghir""",147.73,66.26
"""ETHNICITY""","""SM258749""","""Yomut""",55.42,36.44
"""ETHNICITY""","""SM258750""","""Yoncalla""",-123.05,43.61
"""ETHNICITY""","""SM258752""","""Yosko""",-84.35,12.3
"""ETHNICITY""","""SM258756""","""Ysabel""",159.06,-8.02
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-90,18
"""ETHNICITY""","""SM258757""","""Yucatec Maya""",-89.03,20.08
"""ETHNICITY""","""SM258758""","""Yuchi""",-86,35
"""ETHNICITY""","""SM258758""","""Yuchi""",-86,35
"""ETHNICITY""","""SM258758""","""Yuchi""",-86,35
"""ETHNICITY""","""SM258758""","""Yuchi""",-85.3,36.39
"""ETHNICITY""","""SM258759""","""Yued""",115.9194,-30.8574
"""ETHNICITY""","""SM258759""","""Yued""",117.07,-31.01
"""ETHNICITY""","""SM258760""","""Yugoslavian""",18.99,43.09
"""ETHNICITY""","""SM258761""","""Yugul""",134.8307,-14.7462
"""ETHNICITY""","""SM258761""","""Yugul""",134.33,-15.19
"""ETHNICITY""","""SM258763""","""Yuin""",149.67,-37.19
"""ETHNICITY""","""SM258764""","""Yuit""",-170.12,63.35
"""ETHNICITY""","""SM258765""","""Yuki""",-123,40
"""ETHNICITY""","""SM258765""","""Yuki""",-123,40
"""ETHNICITY""","""SM258765""","""Yuki""",-123.2,39.8
"""ETHNICITY""","""SM258765""","""Yuki""",-123,40
"""ETHNICITY""","""SM258765""","""Yuki""",-123.15,39.7
"""ETHNICITY""","""SM258765""","""Yuki""",-122.23,38.84
"""ETHNICITY""","""SM258766""","""Yukpa""",-72,9
"""ETHNICITY""","""SM258766""","""Yukpa""",-72,9
"""ETHNICITY""","""SM258766""","""Yukpa""",-73,9.77
"""ETHNICITY""","""SM258767""","""Yulbaridja""",121.77,-20.18
"""ETHNICITY""","""SM258767""","""Yulbaridja""",124.9545,-21.184
"""ETHNICITY""","""SM258768""","""Yuma""",-66.85,-7.79
"""ETHNICITY""","""SM258769""","""Yumbo""",-77.27,-0.35
"""ETHNICITY""","""SM258770""","""Yunnan""",100.36,20.49
"""ETHNICITY""","""SM258771""","""Yupik""",-153.667,57
"""ETHNICITY""","""SM258771""","""Yupik""",-153.667,57
"""ETHNICITY""","""SM258771""","""Yupik""",-153.667,57
"""ETHNICITY""","""SM258771""","""Yupik""",-153.667,57
"""ETHNICITY""","""SM258771""","""Yupik""",-149.18,60.43
"""ETHNICITY""","""SM258772""","""Yuqui""",-64.97,-16.46
"""ETHNICITY""","""SM258772""","""Yuqui""",-65.1,-16.23
"""ETHNICITY""","""SM258773""","""Yuracare""",-66.56,-15.71
"""ETHNICITY""","""SM258774""","""Yuri""",-68.11,-3.64
"""ETHNICITY""","""SM258775""","""Yurok""",-123.75,41.25
"""ETHNICITY""","""SM258775""","""Yurok""",-123.75,41.25
"""ETHNICITY""","""SM258775""","""Yurok""",-123.75,41.25
"""ETHNICITY""","""SM258775""","""Yurok""",-124,41.5
"""ETHNICITY""","""SM258775""","""Yurok""",-124,41.5
"""ETHNICITY""","""SM258775""","""Yurok""",-124,41
"""ETHNICITY""","""SM258775""","""Yurok""",-123.89,41.4
"""ETHNICITY""","""SM258775""","""Yurok""",-123.82,41.58
"""ETHNICITY""","""SM258776""","""Yuruna""",-52.35,-8.25
"""ETHNICITY""","""SM258777""","""Yustaga""",-83.65,30.16
"""ETHNICITY""","""SM258778""","""Yusufzai""",72,35
"""ETHNICITY""","""SM258778""","""Yusufzai""",74.58,31.81
"""ETHNICITY""","""SM258779""","""Zacatec""",-102.4,23.37
"""ETHNICITY""","""SM258780""","""Zafisoro""",47.75,-22.42
"""ETHNICITY""","""SM258791""","""Zaparo""",-74.5,-0.21
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-97,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-96,17
"""ETHNICITY""","""SM258792""","""Zapotec""",-95.47,16.37
"""ETHNICITY""","""SM258793""","""Zaraniq""",43.38,15.02
"""ETHNICITY""","""SM258795""","""Zayr""",-6.05,34.1
"""ETHNICITY""","""SM258796""","""Zazzagawa Hausa""",7.5,10.5
"""ETHNICITY""","""SM258796""","""Zazzagawa Hausa""",8,11
"""ETHNICITY""","""SM258797""","""Zemmur""",-5.59,34.59
"""ETHNICITY""","""SM258798""","""Zentan""",15.75,30.05
"""ETHNICITY""","""SM258799""","""Zhejiang""",120.083,31
"""ETHNICITY""","""SM258799""","""Zhejiang""",120.083,31
"""ETHNICITY""","""SM258799""","""Zhejiang""",120.08,31
"""ETHNICITY""","""SM258799""","""Zhejiang""",120,31
"""ETHNICITY""","""SM258801""","""Zia""",-107,36
"""ETHNICITY""","""SM258801""","""Zia""",-107,36
"""ETHNICITY""","""SM258801""","""Zia""",-107,36
"""ETHNICITY""","""SM258801""","""Zia""",-106.5,35.3
"""ETHNICITY""","""SM258801""","""Zia""",-107,36
"""ETHNICITY""","""SM258802""","""Zimakani""",142.06,-7.94
"""ETHNICITY""","""SM258803""","""Zimba""",27.75,-2.55
"""ETHNICITY""","""SM258805""","""Zinza""",31,-3
"""ETHNICITY""","""SM258805""","""Zinza""",31,-3
"""ETHNICITY""","""SM258805""","""Zinza""",32.28,-3.07
"""ETHNICITY""","""SM258807""","""Zombo""",16.15,-5.34
"""ETHNICITY""","""SM258808""","""Zoque""",-93.27,16.62
"""ETHNICITY""","""SM258810""","""Zuni""",-108.75,35.667
"""ETHNICITY""","""SM258810""","""Zuni""",-108.75,35.667
"""ETHNICITY""","""SM258810""","""Zuni""",-108.75,35.667
"""ETHNICITY""","""SM258810""","""Zuni""",-108.75,35.667
"""ETHNICITY""","""SM258810""","""Zuni""",-108.9,35.2
"""ETHNICITY""","""SM258810""","""Zuni""",-108.75,35.67
"""ETHNICITY""","""SM258810""","""Zuni""",-109,35
"""ETHNICITY""","""SM258810""","""Zuni""",-108.85,35.07
"""ETHNICITY""","""SM258812""","""Zuwayah""",22.14,29.46
"""ETHNICITY""","""SM258813""","""Yagalingu""",146.6329,-23.1569
"""ETHNICITY""","""SM258814""","""Bidjara""",147.1213,-24.9032
"""ETHNICITY""","""SM258818""","""Fulani-Generic""",3.24,11.92
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM258821""","""Basque""",-2,43
"""ETHNICITY""","""SM306091""","""Masai-Generic""",36.75,-3
"""ETHNICITY""","""SM306091""","""Masai-Generic""",36.75,-3
"""ETHNICITY""","""SM306091""","""Masai-Generic""",36.75,-3
"""ETHNICITY""","""SM306091""","""Masai-Generic""",36.75,-3
"""ETHNICITY""","""SM306091""","""Masai-Generic""",36.75,-3
"""ETHNICITY""","""SM306091""","""Masai-Generic""",36.75,-3
"""ETHNICITY""","""SM306091""","""Masai-Generic""",36.75,-3
"""ETHNICITY""","""SM306091""","""Masai-Generic""",36.92,-1.97
"""LANGUAGE""","""SM258870""","""Faifi""",43.148,17.292
"""LANGUAGE""","""SM258888""","""Mepuri""",-68.2489,-1.1503
"""LANGUAGE""","""SM258893""","""Aroaqui""",-60.3984,-2.1022
"""LANGUAGE""","""SM258894""","""Parauana""",-61.8486,0.2265
"""LANGUAGE""","""SM258896""","""Shebayo""",-61.8486,0.2265
"""LANGUAGE""","""SM258904""","""Carari""",-64.2322,-6.9484
"""LANGUAGE""","""SM258906""","""Interslavic zonal constructed language""",17.4445,49.0784
"""LANGUAGE""","""SM258918""","""Ikhin-Arokho""",5.937,7.1462
"""LANGUAGE""","""SM258946""","""Pomo-Kweso""",16.17,1.83
"""LANGUAGE""","""SM259008""","""Boma Nkuu""",17.26,-3.42
"""LANGUAGE""","""SM259016""","""Boma Nord""",16.92,-3.01
"""LANGUAGE""","""SM259032""","""Wuumu-Mpuono""",15.72,-4.27
"""LANGUAGE""","""SM259047""","""Mozambican Ngoni""",38.892,-12.923
"""LANGUAGE""","""SM259048""","""Tanzanian Ngoni""",35.459,-11.779
"""LANGUAGE""","""SM259094""","""Ndzerem""",10.66,6.07
"""LANGUAGE""","""SM259101""","""Mbessa""",10.407,6.31
"""LANGUAGE""","""SM259113""","""Buu""",10.28,6.54
"""LANGUAGE""","""SM259118""","""Aninka""",8.51,9.08
"""LANGUAGE""","""SM259146""","""Golo""",26.85,7.75
"""LANGUAGE""","""SM259162""","""Xiyun Va""",99.584,22.499
"""LANGUAGE""","""SM259218""","""Wanam Yelmek""",139.108,-7.451
"""LANGUAGE""","""SM259287""","""Khah""",75.1972,33.2436
"""LANGUAGE""","""SM259448""","""Yamben""",145.5701,-4.771
"""LANGUAGE""","""SM259452""","""Yucunicoco Mixtec""",-97.9182,17.2374
"""DIALECT""","""SM259475""","""Golpa""",135.5659,-12.0348
"""LANGUAGE""","""SM259482""","""Pidgin Hamer""",36.5176,5.0652
"""LANGUAGE""","""SM259483""","""Te Parau Tinito""",-149.406,-17.679
"""LANGUAGE""","""SM259522""","""Mandalay Myanmar Sign Language""",96.1078,21.9358
"""LANGUAGE""","""SM259524""","""Yangoon Myanmar Sign Language""",96.1387,16.786
"""LANGUAGE""","""SM259528""","""Macushi Sign Language""",-60.1625,4.595
"""LANGUAGE""","""SM259529""","""Maunabudhuk and Bodhe Local Sign""",87.4386,26.9225
"""LANGUAGE""","""SM259530""","""Papiu Yanomama Sign Language""",-63.2458,2.5237
"""LANGUAGE""","""SM259585""","""Coahuitlán Totonac""",-97.7295,20.2588
"""DIALECT""","""SM259606""","""Fuyu Kirghiz""",124.2,47.8
"""DIALECT""","""SM259607""","""Baraba Tatar""",78.3308,55.1496
"""LANGUAGE""","""SM259612""","""!Gã!ne""",28.75,-31.32
"""LANGUAGE""","""SM259857""","""Zula""",26.74,-4.584
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80.417,8.333
"""ETHNICITY""","""SM259925""","""Sinhalese""",80,7
"""ETHNICITY""","""SM259925""","""Sinhalese""",81.37,6.76
"""ETHNICITY""","""SM458074""","""Palyku""",120.1608,-22.2391
"""ETHNICITY""","""SM458075""","""Ibarga""",122.3087,-21.2418
"""ETHNICITY""","""SM259886""","""Tehuelche""",-69,-46.5
"""ETHNICITY""","""SM259886""","""Tehuelche""",-69,-46.5
"""ETHNICITY""","""SM259886""","""Tehuelche""",-69,-46.5
"""ETHNICITY""","""SM259886""","""Tehuelche""",-69,-46.5
"""ETHNICITY""","""SM259886""","""Tehuelche""",-69,-46.5
"""ETHNICITY""","""SM259886""","""Tehuelche""",-68,-40.5
"""ETHNICITY""","""SM259886""","""Tehuelche""",-70,-46
"""ETHNICITY""","""SM259962""","""Mbosi-generic""",13.96,-0.58
"""ETHNICITY""","""SM259964""","""Teke-Generic""",15.13,-1.36
"""ETHNICITY""","""SM259964""","""Teke-Generic""",15,-3
"""ETHNICITY""","""SM259964""","""Teke-Generic""",15,-3
"""ETHNICITY""","""SM458076""","""Widagari""",120.6394,-21.328
"""ETHNICITY""","""SM458078""","""Mangala""",123.9677,-19.6399
"""ETHNICITY""","""SM259910""","""Gbiri""",8,10
"""ETHNICITY""","""SM259910""","""Gbiri""",8,10
"""ETHNICITY""","""SM259910""","""Gbiri""",8,10
"""ETHNICITY""","""SM306057""","""Bedouin-Israel""",35,31
"""ETHNICITY""","""SM458079""","""Kukatja""",127.0239,-20.4894
"""ETHNICITY""","""SM458080""","""Tjeraridjal""",123.7832,-30.4319
"""ETHNICITY""","""SM458082""","""Nhugarn""",115.4762,-25.805
"""ETHNICITY""","""SM458083""","""Ngurlipartu""",122.3285,-21.2433
"""ETHNICITY""","""SM458084""","""Walyirli""",121.8962,-20.0585
"""ETHNICITY""","""SM458085""","""Fraser Range""",123.4745,-32.1754
"""ETHNICITY""","""SM458086""","""Bundjuwanga""",119.3972,-21.0876
"""ETHNICITY""","""SM458087""","""Pantikura""",118.5043,-22.5578
"""ETHNICITY""","""SM454548""","""Maasai Ilchamus""",37.1,1.5
"""ETHNICITY""","""SM458088""","""Mijaranypa""",118.1453,-22.9997
"""ETHNICITY""","""SM458089""","""Ju'una""",119.4554,-22.0008
"""ETHNICITY""","""SM458090""","""Murunitja""",126.0307,-30.3024
"""ETHNICITY""","""SM458091""","""WESTERN DESERT LANGUAGE""",127.1081,-26.3373
"""ETHNICITY""","""SM450356""","""Lebanese""",35.75,33.5
"""ETHNICITY""","""SM450356""","""Lebanese""",35.75,33.5
"""ETHNICITY""","""SM450356""","""Lebanese""",35.75,33.5
"""ETHNICITY""","""SM450356""","""Lebanese""",35.75,33.5
"""ETHNICITY""","""SM450356""","""Lebanese""",35.75,33.5
"""ETHNICITY""","""SM450356""","""Lebanese""",35.75,33.5
"""ETHNICITY""","""SM450356""","""Lebanese""",35.75,33.5
"""ETHNICITY""","""SM458093""","""Wirdjaragandja""",131.9111,-26.3049
"""ETHNICITY""","""SM450368""","""Egyptian""",33,25
"""ETHNICITY""","""SM450368""","""Egyptian""",33,25
"""ETHNICITY""","""SM450368""","""Egyptian""",33,25
"""ETHNICITY""","""SM450368""","""Egyptian""",33,25
"""ETHNICITY""","""SM450368""","""Egyptian""",33,25
"""ETHNICITY""","""SM450368""","""Egyptian""",33,25
"""ETHNICITY""","""SM458094""","""Njangadjadjara""",131.4921,-30.6822
"""ETHNICITY""","""SM458096""","""Martu Wangka""",123.6684,-23.3509
"""ETHNICITY""","""SM458097""","""Juwaliny""",124.6988,-20.6437
"""ETHNICITY""","""SM458098""","""Pililuna""",127.6005,-19.6667
"""ETHNICITY""","""SM450646""","""Koma""",12.7,8.5
"""ETHNICITY""","""SM458100""","""Nyardi""",125.2755,-18.623
"""ETHNICITY""","""SM458101""","""Tjapanmay""",117.0541,-30.9639
"""ETHNICITY""","""SM458102""","""Nhanhagardi""",115.275,-29.2176
"""ETHNICITY""","""SM458103""","""Witjaari""",116.2101,-31.756
"""ETHNICITY""","""SM458104""","""Natingero""",118.367,-29.3738
"""ETHNICITY""","""SM458105""","""Mandara""",119.2811,-23.3644
"""ETHNICITY""","""SM458106""","""Cheangwa language""",116.4016,-27.4991
"""ETHNICITY""","""SM458108""","""Norseman""",121.7626,-32.2415
"""ETHNICITY""","""SM458110""","""Antekerrepenhe""",137.6206,-22.7539
"""ETHNICITY""","""SM458111""","""Wakirti Warlpiri""",133.0945,-20.6721
"""ETHNICITY""","""SM458112""","""Warlmanpa""",132.871,-19.2496
"""ETHNICITY""","""SM458113""","""Wambaya""",135.4311,-18.1731
"""ETHNICITY""","""SM458114""","""Ngalia""",129.48,-29.1984
"""ETHNICITY""","""SM458116""","""Gunindirri""",136.8447,-17.6692
"""ETHNICITY""","""SM458118""","""NGARINYMAN""",130.2552,-16.5904
"""ETHNICITY""","""SM458119""","""Akarre""",135.363,-22.8425
"""ETHNICITY""","""SM458120""","""Kokatha""",133.4154,-29.6594
"""ETHNICITY""","""SM458121""","""Eastern Gurindji""",130.4059,-17.7485
"""ETHNICITY""","""SM458122""","""Eastern Mudburra""",131.9955,-17.5575
"""ETHNICITY""","""SM458123""","""Eastern Ngarinyman""",130.5118,-16.556
"""ETHNICITY""","""SM458124""","""Karranga""",131.3606,-16.2146
"""ETHNICITY""","""SM458125""","""Kartangarurru""",130.4807,-19.2503
"""ETHNICITY""","""SM458126""","""Kuwarranyji""",132.3366,-16.7209
"""ETHNICITY""","""SM458127""","""Western Mudburra""",131.4546,-16.7674
"""ETHNICITY""","""SM458128""","""Wurlayi""",129.6478,-16.3416
"""ETHNICITY""","""SM458129""","""Ngardilypa""",129.7356,-19.6235
"""ETHNICITY""","""SM458130""","""Wawulya""",130.0439,-21.8047
"""ETHNICITY""","""SM458131""","""Warnayaka""",130.7031,-19.7387
"""ETHNICITY""","""SM458132""","""Yarlpiri""",132.132,-20.4836
"""ETHNICITY""","""SM458133""","""Warrmarla""",129.7479,-20.5094
"""ETHNICITY""","""SM458134""","""Wenamba""",128.7492,-23.7084
"""ETHNICITY""","""SM458135""","""Nyiwanawu""",129.6823,-16.3392
"""ETHNICITY""","""SM458139""","""Kukatja""",131.4281,-24.0428
"""ETHNICITY""","""SM458140""","""Anmatyerr""",133.2623,-22.2547
"""ETHNICITY""","""SM458142""","""Wemba Wemba""",144.1419,-35.3412
"""ETHNICITY""","""SM458143""","""Pulaali""",141.7698,-31.4896
"""ETHNICITY""","""SM454549""","""Maasai Mumonyot""",37,0.6
"""ETHNICITY""","""SM458145""","""Thangkaali""",140.5364,-33.1941
"""ETHNICITY""","""SM458146""","""Guyinbaraay""",149.6,-31.0838
"""ETHNICITY""","""SM458147""","""Wangaaypuwan""",145.8191,-31.4133
"""ETHNICITY""","""SM458148""","""Yorta Yorta""",145.2636,-36.0939
"""ETHNICITY""","""SM458149""","""Wanyuparlku""",142.3425,-31.901
"""ETHNICITY""","""SM458150""","""Southern Anaiwan""",151.3525,-30.7099
"""ETHNICITY""","""SM458151""","""Yuwaalaraay""",148.2755,-29.3131
"""ETHNICITY""","""SM458152""","""Wiriyaraay""",150.6214,-29.1129
"""ETHNICITY""","""SM458153""","""Gambuwal""",151.4416,-28.6189
"""ETHNICITY""","""SM458154""","""Ngunawal / Ngunnawal""",149.0871,-34.9803
"""ETHNICITY""","""SM458155""","""Kullilli""",143.5315,-28.3661
"""ETHNICITY""","""SM458156""","""MURUWARI""",145.7981,-29.0682
"""ETHNICITY""","""SM458157""","""Guyambal""",151.2486,-29.3405
"""ETHNICITY""","""SM458158""","""Geynyan""",152.1836,-28.1835
"""ETHNICITY""","""SM458159""","""Gawambaraay""",150.3249,-28.6219
"""ETHNICITY""","""SM458160""","""Barunggam""",150.4468,-26.7951
"""ETHNICITY""","""SM458161""","""Giabal""",151.7555,-27.6904
"""ETHNICITY""","""SM458162""","""Margany""",144.5774,-27.2729
"""ETHNICITY""","""SM458163""","""Gunya""",146.1613,-26.7847
"""ETHNICITY""","""SM458164""","""Nguri""",147.8024,-25.6023
"""ETHNICITY""","""SM458165""","""Kungakuri""",146.3952,-29.1055
"""ETHNICITY""","""SM458166""","""Nuntukuri""",145.9524,-29.8717
"""ETHNICITY""","""SM458167""","""Purukuri""",144.2665,-29.7204
"""ETHNICITY""","""SM458168""","""Thinuntu""",146.3257,-29.8393
"""ETHNICITY""","""SM458169""","""Kuntakuri""",146.9079,-29.2973
"""ETHNICITY""","""SM458170""","""Yuwaalayaay""",147.5403,-29.6044
"""ETHNICITY""","""SM458174""","""Jeithi""",145.9813,-35.512
"""ETHNICITY""","""SM458175""","""Kureinji""",142.4217,-34.2314
"""ETHNICITY""","""SM458177""","""Southern Paakantyi""",142.5651,-32.7216
"""ETHNICITY""","""SM458178""","""Canberra language""",148.9985,-35.475
"""ETHNICITY""","""SM458180""","""Northern Anaiwan""",151.4763,-30.1276
"""ETHNICITY""","""SM458181""","""Wirraayaraay""",148.5865,-32.0984
"""ETHNICITY""","""SM458182""","""Wirraay-Wirraay""",148.1971,-28.2195
"""ETHNICITY""","""SM458186""","""Yitha Yitha""",143.9409,-33.8732
"""ETHNICITY""","""SM458189""","""Nari Nari""",144.4,-34.4187
"""ETHNICITY""","""SM458190""","""Geawegal""",151.2117,-32.5198
"""ETHNICITY""","""SM458191""","""Yaygirr^""",153.1878,-29.6867
"""ETHNICITY""","""SM458193""","""Gidhabal""",152.3203,-28.5011
"""ETHNICITY""","""SM458194""","""Galibal""",152.8668,-28.5333
"""ETHNICITY""","""SM458195""","""Wiyabal""",153.2361,-28.7326
"""ETHNICITY""","""SM458196""","""Wiyabal""",152.2282,-29.308
"""ETHNICITY""","""SM458197""","""Dinggabal""",152.2844,-28.7378
"""ETHNICITY""","""SM458198""","""Wahlubal""",152.5079,-28.8876
"""ETHNICITY""","""SM458199""","""Minyangbal""",153.4981,-28.5544
"""ETHNICITY""","""SM458200""","""Jandai""",153.3991,-27.7729
"""ETHNICITY""","""SM458201""","""Warrimay""",151.9969,-32.4868
"""ETHNICITY""","""SM458202""","""Moondjan""",153.4691,-27.4722
"""ETHNICITY""","""SM458203""","""Ngoera""",152.3593,-27.0691
"""ETHNICITY""","""SM458204""","""Buyibara""",152.9282,-27.2211
"""ETHNICITY""","""SM458205""","""Dalla""",152.6684,-26.7754
"""ETHNICITY""","""SM458206""","""Guwar""",153.4003,-27.1677
"""ETHNICITY""","""SM458207""","""Djagunda""",150.8351,-26.0503
"""ETHNICITY""","""SM458208""","""Birrbay""",152.134,-31.647
"""ETHNICITY""","""SM458209""","""Butchulla""",153.0328,-25.3372
"""ETHNICITY""","""SM454550""","""Maasai Ilgwesi""",36.8,0.3
"""ETHNICITY""","""SM458210""","""GOORENG GOORENG""",151.7903,-24.9048
"""ETHNICITY""","""SM458211""","""Gungabula""",148.6437,-25.5996
"""ETHNICITY""","""SM458212""","""Goeng Goeng""",151.6817,-24.2669
"""ETHNICITY""","""SM461329""","""Bamboko""",9.11,4.58
"""ETHNICITY""","""SM454551""","""Sese""",32.29,-0.39
"""ETHNICITY""","""SM458414""","""Garaynbal""",149.1337,-23.3302
"""ETHNICITY""","""SM458415""","""Wadjigu""",148.5734,-24.8085
"""ETHNICITY""","""SM458416""","""Ngaku""",152.934,-31.0695
"""ETHNICITY""","""SM458417""","""Tulua""",150.999,-24.3899
"""ETHNICITY""","""SM458418""","""Gayiri""",147.8977,-23.794
"""ETHNICITY""","""SM458419""","""Gabulbarra""",148.7252,-22.8686
"""ETHNICITY""","""SM458420""","""Wangan""",147.6086,-22.7972
"""ETHNICITY""","""SM458421""","""Baradha""",148.9253,-21.9824
"""ETHNICITY""","""SM458422""","""Ngambaa""",152.8905,-30.8151
"""ETHNICITY""","""SM458423""","""Yambina""",147.4753,-22.314
"""ETHNICITY""","""SM458424""","""Baranha""",148.1985,-22.0806
"""ETHNICITY""","""SM458426""","""Biri^""",147.9886,-20.5081
